Session_ID,Station_ID,Station_Name,City,State,Location_Type,Charger_ID,Charger_Type,Connector_Type,Power_Rating_kW,Vehicle_Type,Vehicle_Model,Session_Start,Session_End,Charging_Duration_Min,Energy_Delivered_kWh,Idle_Duration_Min,Session_Status,Start_SOC_Percent,End_SOC_Percent,Charging_Cost,Price_per_kWh,Payment_Method,Customer_Type,Peak_Hour_Flag,Day_Type,Month,Year,Weather_Condition,Temperature_C
SESS000846,STN0116,GURUGRAM EV HUB,Gurugram,Haryana,Hotel,CHG00833,AC,GB/T,,2-Wheeler,,15-10-2021 04:32:06,15-10-2021 05:32:06,60.0,28.17,,Cancelled,6.2,97.7,377.48,13.4,upi,Fleet,Yes,Holiday,October,2021,Cloudy,34.4
SESS000481,STN0233,Jaipur Charge Point,  Jaipur ,Rajasthan,highway,CHG00159,ac,CHAdeMO,120.0,,,29-03-2022 21:59:25,2022-03-29 22:58:25,59.0,27.34,0.0,completed,17.1,67.3,391.51,14.32,Cash,Fleet,,Weekday,March,2022,Humid,19.5
SESS000868,STN0136,Kolkata Fast Charge Center,Kolkata,West Bengal,Mall,CHG00888,DC Ultra Fast,Type 2,7.2,3-Wheeler,Citroen eC3,21-08-2025 12:33:24,21/08/2025 13:47,74.0,13.44,,completed,,72.8,240.17,17.87,Wallet,Fleet,No,Weekend,August,2025,Foggy,
SESS001765,STN0041,SURAT FAST CHARGE CENTER,Surat,Gujarat,Residential,CHG00674,,CCS,50.0,SUV,BYD Atto 3,18/10/2025 07:15,2025-10-18 07:49:58,34.0,19.53,1.0,Completed,105.0,,381.03,19.51,App,Individual,Y,Weekend,October,2025,Sunny,32.9
SESS001661,STN0028,Mumbai Charge Point,Mumbai,Maharashtra,Hotel,CHG00819,ac,GB/T,3.3,2-Wheeler,Ather 450X,2023-08-12 16:00:01,2023-08-12 16:45:01,45.0,24.98,29.0,COMPLETED,36.7,,487.86,19.53,App,,Y,Weekend,August,2023,Sunny,31.9
SESS000072,STN0013,Hyderabad EV Hub,Hyderabad,Telangana,Mall,CHG00480,,CHAdeMO,150.0,Car,MG ZS EV,31-07-2023 03:43:43,31/07/2023 04:50,67.0,31.26,0.0,Cancelled,105.0,,541.74,17.33,Card,Fleet,yes,Weekend,July,2023,Foggy,25.9
SESS000633,STN0033,indore EV Hub,indore,Madhya Pradesh,Office,CHG00776,ac,CCS,30.0,Bus,,17/02/2023 21:04,2023-02-17 21:42:53,38.0,22.82,,Failed,-5.0,150.0,441.11,19.33,Card,Fleet,N,Weekend,February,2023,Humid,
SESS001290,STN0178,Indore Fast Charge Center,Indore,Madhya Pradesh,Highway,CHG00891,,CCS,7.2,2-Wheeler,MG ZS EV,08/11/2023 07:41,08-11-2023 08:29:18,48.0,6.04,0.0,Cancelled,,150.0,66.56,11.02,App,,N,Weekday,November,2023,,34.3
SESS001775,STN0003,Ahmedabad Power Station,Ahmedabad,Gujarat,highway,CHG00455,,CHAdeMO,,2-Wheeler,Tata Tiago EV,27-12-2022 17:26:18,27-12-2022 18:16:18,50.0,37.56,,Cancelled,28.5,150.0,375.6,10.0,Card,Individual,N,Holiday,December,2022,Cloudy,26.6
SESS001098,STN0092,Surat Power Station,Surat,Gujarat,highway,CHG00145,ac,,7.2,2-Wheeler,Hyundai Kona,08/06/2022 14:51,2022-06-08 15:12:18,,7.28,,Cancelled,105.0,150.0,142.25,19.54,,Commercial,No,Weekday,June,2022,Cloudy,29.9
SESS001518,STN0091,Kochi Power Station,Kochi,Kerala,Parking,CHG00873,DC Fast,CHAdeMO,22.0,SUV,Tata Nexon EV,07-02-2022 21:50:24,07-02-2022 22:58:24,68.0,35.03,0.0,completed,,150.0,767.51,21.91,Wallet,Commercial,Y,Weekend,February,2022,,23.6
SESS001361,STN0155,Chandigarh Power Station,Chandigarh,Punjab,Parking,CHG00696,,,22.0,SUV,MG ZS EV,21-03-2025 00:40:24,21/03/2025 01:07,27.0,12.82,0.0,Completed,105.0,150.0,169.87,13.25,Wallet,Commercial,no,Weekend,March,2025,Cloudy,31.4
SESS000981,STN0076,Chandigarh Charge Point,Chandigarh,Punjab,Parking,CHG00579,DC fast,Type 2,30.0,SUV,Tata Nexon EV,30-08-2023 15:08:14,30-08-2023 15:31:14,23.0,23.36,0.0,Failed,-5.0,66.2,417.91,17.89,Cash,Fleet,Yes,Weekday,August,2023,,27.5
SESS001789,STN0066,Noida EV Hub,Noida,UTTAR PRADESH,Hotel,CHG00265,ac,,3.3,Bus,Tata Tiago EV,2023-04-10 00:38:18,10-04-2023 01:13:18,35.0,,0.0,Failed,-5.0,,161.67,9.81,UPI,Commercial,Yes,Weekend,April,2023,Foggy,36.9
SESS001300,STN0236,Lucknow EV Hub,Lucknow,Uttar Pradesh,Office,CHG00566,DC Ultra Fast,Type 2,22.0,,Hyundai Kona,23-05-2025 10:14:23,23/05/2025 10:20,6.0,14.13,,Cancelled,29.1,97.6,252.64,17.88,Card,Fleet,N,Holiday,May,2025,Humid,33.0
SESS000471,STN0121,Ahmedabad Charge Point,Ahmedabad,Gujarat,,CHG00221,AC,Type 2,7.2,Bus,Bajaj Chetak,2021-06-07 04:56:30,07-06-2021 05:46:30,50.0,36.42,10.0,COMPLETED,,72.9,417.01,11.45,Wallet,,Y,Weekday,June,2021,Sunny,34.5
SESS001588,STN0121,kochi Charge Point,kochi,Kerala,Parking,CHG00548,DC Fast,GB/T,30.0,2-Wheeler,,17/04/2023 04:27,2023-04-17 04:53:37,26.0,3.17,,COMPLETED,,95.3,27.58,8.7,upi,Commercial,Y,Weekday,April,2023,Humid,31.9
SESS000422,STN0188,Delhi Fast Charge Center,Delhi,Delhi,Parking,CHG00690,DC fast,CCS,,Car,Citroen eC3,06-11-2023 16:21:51,,48.0,37.09,4.0,completed,,,547.08,14.75,upi,Commercial,yes,Weekday,November,2023,Sunny,32.0
SESS000142,STN0059,kolkata power station,kolkata,West Bengal,,CHG00482,DC Fast,,,2 Wheeler,BYD Atto 3,28/11/2022 06:10,2022-11-28 06:11:03,1.0,33.58,5.0,Failed,105.0,81.2,719.62,21.43,App,Fleet,Y,Weekday,November,2022,Sunny,29.9
SESS001667,STN0070,Hyderabad Charge Point,Hyderabad,Telangana,Mall,CHG00535,DC Ultra Fast,CHAdeMO,30.0,2-Wheeler,BYD Atto 3,18-03-2025 19:53:39,2025-03-18 20:27:39,34.0,30.41,13.0,completed,-5.0,,311.09,10.23,Cash,Fleet,No,Weekday,March,2025,,28.7
SESS001005,STN0052,Noida EV Hub,Noida,Uttar Pradesh,Office,CHG00164,DC fast,,3.3,Bus,Hyundai Kona,2023-08-31 00:45:21,31/08/2023 01:44,59.0,29.71,19.0,Cancelled,105.0,79.7,647.98,21.81,Card,Individual,Yes,Weekend,August,2023,Foggy,32.3
SESS001158,STN0167,Hyderabad Charge Point,Hyderabad,Telangana,highway,CHG00114,AC,,120.0,Bus,TVS iQube,12-09-2025 20:06:11,12/09/2025 21:00,,14.94,0.0,Cancelled,7.0,,277.44,,,Fleet,no,Weekday,September,2025,,15.3
SESS000248,STN0127,Pune EV Hub,Pune,Maharashtra,,CHG00827,DC fast,CHAdeMO,150.0,2 Wheeler,Bajaj Chetak,2025-05-30 16:15:10,2025-05-30 17:31:10,76.0,4.05,38.0,Cancelled,,,37.38,9.23,,,no,Weekday,May,2025,,23.6
SESS001870,STN0039,Kolkata Fast Charge Center,kolkata,West Bengal,Parking,CHG00759,DC fast,,50.0,,MG ZS EV,2025-09-16 17:53:40,16/09/2025 18:32,39.0,15.2,0.0,Completed,,84.2,298.68,19.65,Card,,no,Holiday,September,2025,Sunny,37.3
SESS000121,STN0219,Kolkata Power Station,Kolkata,WEST BENGAL,Office,CHG00805,DC Fast,GB/T,150.0,Car,Mahindra XUV400,2025-08-29 14:43:03,29/08/2025 15:34,51.0,19.44,0.0,Failed,,150.0,155.52,8.0,Wallet,Individual,N,Weekday,August,2025,Humid,26.7
SESS000357,STN0219,Mumbai Power Station,Mumbai,Maharashtra,Office,CHG00171,,GB/T,120.0,Bus,Citroen eC3,07/04/2021 01:32,07-04-2021 02:45:57,73.0,29.3,,completed,30.3,150.0,486.67,16.61,App,Commercial,No,Weekend,April,2021,Sunny,28.4
SESS001641,STN0081,Noida Power Station,Noida,uttar pradesh,Highway,CHG00345,DC Ultra Fast,CHAdeMO,3.3,Car,Mahindra XUV400,2025-09-09 08:01:40,09-09-2025 08:41:40,40.0,,0.0,completed,6.9,-2.0999999999999996,50.25,10.76,Card,Fleet,,Weekend,September,2025,Humid,28.7
SESS000348,STN0066,Bhopal Charge Point,Bhopal,Madhya Pradesh,Office,CHG00502,DC fast,CHAdeMO,22.0,,Tata Nexon EV,2023-08-13 07:52:25,13/08/2023 08:32,40.0,29.93,,completed,105.0,,266.98,8.92,Card,Fleet,No,Weekday,August,2023,Rainy,45.9
SESS001385,STN0195,Surat EV Hub,Surat,  Gujarat ,highway,CHG00840,DC fast,,,Bus,Mahindra XUV400,30/05/2022 22:28,31/05/2022 00:04,96.0,-16.21,19.0,COMPLETED,,91.0,420.17,10.87,upi,Fleet,no,Weekday,May,2022,Foggy,
SESS001473,STN0214,Hyderabad Charge Point,Hyderabad,Telangana,Mall,CHG00180,DC Fast,CHAdeMO,50.0,Bus,Kia EV6,2023-06-10 14:33:45,,1.0,28.75,0.0,Completed,,150.0,619.27,21.54,Wallet,,N,Weekend,June,2023,,27.1
SESS001283,STN0185,kochi Power Station,kochi,Kerala,,CHG00397,DC fast,CCS,7.2,Car,Tata Nexon EV,30-12-2023 13:47:38,30-12-2023 14:57:38,70.0,,,completed,-5.0,83.4,431.58,21.93,Card,Fleet,No,Weekday,December,2023,Humid,28.9
SESS000832,STN0117,Mumbai EV Hub,Mumbai,Maharashtra,Mall,CHG00580,DC Ultra Fast,CHAdeMO,150.0,,Ola S1 Pro,31/01/2023 03:32,31-01-2023 04:49:34,77.0,12.61,0.0,Completed,-5.0,150.0,193.94,15.38,Card,,No,Weekday,January,2023,Foggy,
SESS001452,STN0151,Bengaluru EV Hub,Bengaluru,Karnataka,Mall,CHG00570,DC Fast,GB/T,22.0,2-Wheeler,,2023-05-14 07:56:48,,45.0,25.51,,Failed,6.4,150.0,522.19,20.47,,Fleet,Yes,Weekend,May,2023,,26.0
SESS001546,STN0058,Delhi Fast Charge Center,  Delhi ,delhi,Highway,CHG00771,,ccs2,3.3,Bus,BYD Atto 3,18/02/2025 10:36,2025-02-18 11:49:46,73.0,0.58,5.0,Completed,,,,11.91,upi,Individual,Yes,Holiday,February,2025,Foggy,30.4
SESS000587,STN0152,Indore Power Station,Indore,Madhya Pradesh,highway,CHG00506,,CHAdeMO,30.0,Bus,Kia EV6,2024-05-15 17:47:23,15/05/2024 18:21,,13.42,0.0,COMPLETED,30.4,150.0,229.88,17.13,Wallet,Commercial,Yes,Weekend,May,2024,Cloudy,25.1
SESS001307,STN0064,Surat Charge Point,SURAT,Gujarat,Office,CHG00335,DC Fast,Type 2,50.0,Car,,2023-05-02 06:00:53,02/05/2023 07:17,77.0,26.23,0.0,completed,-5.0,61.4,236.59,9.02,Cash,Fleet,Yes,Holiday,May,2023,Cloudy,35.2
SESS001224,STN0133,kochi ev hub,kochi,Kerala,Mall,CHG00268,,GB/T,22.0,SUV,Tata Tiago EV,01/08/2025 21:08,,27.0,15.33,,completed,10.0,,189.79,12.38,Cash,Individual,Yes,Weekday,August,2025,Sunny,
SESS000140,STN0180,Delhi Fast Charge Center,Delhi,Delhi,Parking,CHG00892,DC fast,CCS,22.0,SUV,BYD Atto 3,08-01-2025 12:51:19,2025-01-08 13:52:19,61.0,20.95,0.0,completed,-5.0,150.0,393.86,18.8,upi,,yes,Weekday,January,2025,Humid,
SESS001638,STN0110,Chandigarh Charge Point,Chandigarh,Punjab,Highway,CHG00257,DC Ultra Fast,GB/T,120.0,3-Wheeler,Ola S1 Pro,22-04-2021 05:27:26,22/04/2021 07:01,94.0,44.29,,COMPLETED,-5.0,,615.19,13.89,Cash,Commercial,Yes,Weekend,April,2021,Foggy,
SESS000826,STN0017,Mumbai Power Station,Mumbai,Maharashtra,Residential,CHG00535,,GB/T,60.0,2-Wheeler,Bajaj Chetak,2022-02-01 14:59:03,01-02-2022 16:07:03,68.0,9.65,0.0,Completed,,62.1,141.18,14.63,UPI,Commercial,yes,Weekend,February,2022,Humid,23.0
SESS001536,STN0085,Lucknow Charge Point,Lucknow,Uttar Pradesh,,CHG00556,DC Fast,,60.0,Car,Hyundai Kona,04-11-2021 11:04:08,2021-11-04 11:41:08,37.0,25.12,0.0,COMPLETED,105.0,,211.26,8.41,Wallet,Commercial,Y,Weekday,November,2021,Foggy,24.4
SESS000150,STN0178,lucknow power station,Lucknow,UTTAR PRADESH,highway,CHG00421,,Type 2,60.0,,Tata Tiago EV,04-10-2025 20:05:26,,15.0,20.45,2.0,COMPLETED,-5.0,150.0,213.09,10.42,Cash,,No,Holiday,October,2025,Rainy,28.9
SESS000466,STN0212,Kochi Power Station,Kochi,Kerala,Parking,CHG00212,DC Ultra Fast,GB/T,60.0,2-Wheeler,,04-07-2023 05:44:28,2023-07-04 05:45:28,1.0,16.17,,Failed,105.0,69.1,184.34,,,Individual,No,Weekend,July,2023,,20.9
SESS000317,STN0003,Chandigarh Power Station,Chandigarh,Punjab,Office,CHG00275,AC,ccs2,50.0,,Bajaj Chetak,2021-09-25 02:42:37,25/09/2021 03:45,63.0,36.13,13.0,Completed,32.5,28.5,512.68,14.19,App,,No,Weekday,September,2021,Rainy,27.5
SESS000688,STN0214,Surat Power Station,Surat,GUJARAT,highway,CHG00134,,Type 2,7.2,SUV,,30/05/2025 07:33,30/05/2025 07:55,22.0,15.51,,completed,-5.0,150.0,127.96,8.25,,,Yes,Holiday,May,2025,Sunny,
SESS001917,STN0059,Mumbai Fast Charge Center,Mumbai,maharashtra,Hotel,CHG00253,DC Ultra Fast,CHAdeMO,30.0,3-Wheeler,Tata Nexon EV,14-10-2021 14:32:09,14/10/2021 15:30,58.0,0.1,0.0,COMPLETED,39.9,,2.02,20.23,UPI,,Yes,Weekend,October,2021,,31.6
SESS001150,STN0127,Chennai Charge Point,Chennai,Tamil Nadu,Highway,CHG00541,,Type 2,7.2,Car,BYD Atto 3,2021-06-21 10:26:11,2021-06-21 11:48:11,82.0,9.5,,Cancelled,105.0,70.5,186.39,19.62,App,,yes,Weekday,June,2021,Cloudy,28.6
SESS001644,STN0149,Indore Power Station,  Indore ,Madhya Pradesh,Highway,CHG00024,DC Ultra Fast,ccs2,120.0,Bus,Bajaj Chetak,22-08-2021 00:24:05,22/08/2021 01:39,75.0,28.42,10.0,Cancelled,,68.1,256.92,9.04,Cash,Commercial,N,Weekday,August,2021,Cloudy,20.2
SESS000118,STN0072,BENGALURU EV HUB,Bengaluru,Karnataka,,CHG00381,,ccs2,7.2,2-Wheeler,BYD Atto 3,2023-05-12 05:13:08,12-05-2023 06:10:08,57.0,10.93,0.0,Failed,,150.0,235.43,,Card,Commercial,yes,Holiday,May,2023,Rainy,14.2
SESS000797,STN0200,Chandigarh EV Hub,Chandigarh,PUNJAB,Residential,CHG00489,DC Ultra Fast,ccs2,,Bus,BYD Atto 3,2022-12-12 04:13:55,12-12-2022 04:58:55,45.0,7.37,,completed,-5.0,150.0,157.79,21.41,UPI,,no,Holiday,December,2022,Foggy,21.3
SESS000016,STN0161,Bengaluru Fast Charge Center,Bengaluru,Karnataka,Hotel,CHG00126,DC Fast,GB/T,,2-Wheeler,Tata Nexon EV,09-10-2022 23:00:45,2022-10-10 00:10:45,70.0,38.6,20.0,COMPLETED,,63.0,360.91,9.35,,,,Holiday,October,2022,,32.6
SESS001198,STN0204,Mumbai Fast Charge Center,Mumbai,Maharashtra,highway,CHG00180,AC,GB/T,22.0,Bus,,28/10/2022 23:28,29/10/2022 01:05,97.0,17.88,,Failed,105.0,,347.94,19.46,Wallet,Individual,no,Weekend,October,2022,Foggy,35.3
SESS000575,STN0076,Gurugram Charge Point,Gurugram,Haryana,Office,CHG00766,DC Fast,Type 2,3.3,2 Wheeler,MG ZS EV,28/02/2022 14:20,28/02/2022 15:11,51.0,10.25,,COMPLETED,105.0,150.0,143.4,13.99,,Commercial,no,Weekend,February,2022,Cloudy,22.3
SESS000013,STN0053,Jaipur EV Hub,Jaipur,RAJASTHAN,highway,CHG00809,DC fast,,,Bus,Ola S1 Pro,29/09/2024 23:38,30-09-2024 00:11:22,33.0,16.91,,Completed,,150.0,172.82,10.22,,Commercial,Yes,Holiday,September,2024,Humid,29.7
SESS001233,STN0150,Chennai Power Station,  Chennai ,Tamil Nadu,Highway,CHG00309,DC fast,Type 2,22.0,2-Wheeler,Ola S1 Pro,2024-06-01 03:11:28,01-06-2024 04:42:28,91.0,0.1,,completed,-5.0,,2.0,20.03,Cash,Commercial,Y,Weekend,June,2024,Sunny,30.1
SESS001142,STN0013,Noida Power Station,Noida,Uttar Pradesh,Highway,CHG00834,DC Fast,,50.0,SUV,Kia EV6,27/06/2025 09:42,27/06/2025 11:22,100.0,37.11,,Failed,28.0,71.9,561.1,15.12,Card,,yes,Weekend,June,2025,Sunny,29.6
SESS001165,STN0019,Bengaluru Charge Point,Bengaluru,Karnataka,Office,CHG00076,DC fast,Type 2,3.3,2 Wheeler,,11-09-2023 05:13:09,11-09-2023 05:58:09,45.0,14.77,0.0,Cancelled,105.0,,221.55,15.0,,,yes,Weekend,September,2023,Cloudy,26.4
SESS000601,STN0112,Delhi Fast Charge Center,Delhi,Delhi,highway,CHG00796,DC Fast,ccs2,,,Ola S1 Pro,09-08-2021 17:05:37,2021-08-09 17:18:37,13.0,9.07,,Completed,105.0,66.6,167.16,18.43,Wallet,Individual,yes,Weekend,August,2021,Rainy,36.1
SESS000879,STN0115,Patna Fast Charge Center,Patna,BIHAR,Office,CHG00464,DC fast,CHAdeMO,150.0,2 Wheeler,Bajaj Chetak,09/12/2023 10:28,09-12-2023 10:57:01,29.0,26.05,,Completed,-5.0,60.8,459.26,17.63,,Commercial,Yes,Holiday,December,2023,Cloudy,22.9
SESS000996,STN0154,Bhopal Fast Charge Center,Bhopal,Madhya Pradesh,Highway,CHG00587,AC,CCS,,,Tata Nexon EV,2025-10-04 07:01:55,04/10/2025 08:14,73.0,0.1,,Completed,,,1.47,14.67,,,yes,Weekday,October,2025,Foggy,43.6
SESS001981,STN0236,Delhi Charge Point,Delhi,Delhi,Mall,CHG00803,DC Fast,ccs2,22.0,Car,Tata Tiago EV,17/11/2024 11:25,,18.0,31.17,0.0,COMPLETED,-5.0,150.0,372.17,11.94,UPI,,,Weekend,November,2024,,32.9
SESS000177,STN0190,Noida Charge Point,Noida,Uttar Pradesh,Parking,CHG00892,DC Ultra Fast,CCS,120.0,2-Wheeler,Tata Nexon EV,13-01-2023 21:37:24,13/01/2023 22:14,37.0,6.24,,Completed,105.0,,129.48,20.75,Card,Individual,No,Weekday,January,2023,Rainy,31.1
SESS000496,STN0225,Delhi Power Station,Delhi,Delhi,Highway,CHG00836,,GB/T,,SUV,Ather 450X,09/04/2021 02:00,09-04-2021 02:55:39,55.0,25.12,,Failed,,87.6,502.65,20.01,Wallet,Commercial,Yes,Holiday,April,2021,Rainy,28.2
SESS001830,STN0204,Pune Charge Point,PUNE,Maharashtra,Residential,CHG00231,AC,CCS,30.0,Bus,Mahindra XUV400,11-09-2023 07:03:43,,54.0,24.97,17.0,COMPLETED,105.0,,349.58,14.0,Wallet,Individual,,Weekday,September,2023,Foggy,22.6
SESS000247,STN0027,Kochi Power Station,  Kochi ,Kerala,,CHG00544,ac,CCS,22.0,Car,Ather 450X,27-03-2024 18:54:06,27/03/2024 19:30,36.0,14.85,,completed,,150.0,128.45,8.65,,Commercial,Y,Holiday,March,2024,Sunny,26.1
SESS000425,STN0122,  Bhopal EV Hub ,Bhopal,MADHYA PRADESH,,CHG00220,DC fast,ccs2,3.3,,Tata Nexon EV,11-01-2022 17:58:51,11/01/2022 18:18,20.0,15.53,,Failed,39.4,97.5,222.54,14.33,UPI,,,Weekday,January,2022,Cloudy,30.3
SESS000284,STN0234,Patna Fast Charge Center,Patna,  Bihar ,,CHG00499,,CHAdeMO,30.0,,,05-02-2024 12:57:58,2024-02-05 14:01:58,64.0,35.09,,completed,,90.0,544.95,,App,Individual,yes,Holiday,February,2024,Foggy,33.2
SESS001982,STN0174,Mumbai Power Station,MUMBAI,MAHARASHTRA,Highway,CHG00717,ac,Type 2,30.0,3-Wheeler,Bajaj Chetak,2021-04-26 10:55:10,26/04/2021 11:21,26.0,26.25,38.0,completed,105.0,69.6,269.59,10.27,Cash,,No,Weekend,April,2021,Rainy,29.7
SESS001398,STN0130,Surat Charge Point,Surat,Gujarat,Highway,CHG00386,DC Fast,,150.0,2 Wheeler,Ather 450X,15/04/2021 10:10,2021-04-15 10:50:18,40.0,,0.0,Completed,17.8,150.0,123.84,14.35,Card,Fleet,Y,Weekend,April,2021,,30.4
SESS001487,STN0193,Surat Charge Point,Surat,GUJARAT,Office,CHG00080,AC,,120.0,,Tata Tiago EV,2025-07-05 20:03:00,05/07/2025 20:47,44.0,44.43,,completed,-5.0,60.1,434.97,9.79,,Individual,,Weekday,July,2025,,24.7
SESS000749,STN0094,Bhopal Fast Charge Center,Bhopal,Madhya Pradesh,Highway,CHG00346,DC Fast,ccs2,150.0,SUV,,12-09-2025 04:28:52,2025-09-12 05:00:52,32.0,20.48,15.0,Failed,105.0,102.0,440.52,21.51,App,,N,Holiday,September,2025,Rainy,31.4
SESS001424,STN0046,Kolkata Power Station,Kolkata,West Bengal,highway,CHG00234,,GB/T,22.0,Car,,23-01-2025 19:27:34,23-01-2025 20:06:34,39.0,18.07,3.0,Failed,-5.0,,247.38,13.69,Cash,,yes,Weekday,January,2025,Humid,36.6
SESS001876,STN0152,Chandigarh Power Station,Chandigarh,Punjab,Hotel,CHG00479,DC fast,ccs2,,SUV,,29-03-2024 23:23:53,2024-03-30 00:26:53,63.0,42.27,0.0,Failed,-5.0,150.0,668.29,15.81,Wallet,,Yes,Holiday,March,2024,Sunny,23.8
SESS000921,STN0164,Noida Fast Charge Center,Noida,Uttar Pradesh,Hotel,CHG00599,AC,GB/T,120.0,Car,TVS iQube,12-09-2024 12:26:10,2024-09-12 12:59:10,,12.89,0.0,Failed,,,104.54,8.11,upi,Individual,N,Weekday,September,2024,,25.9
SESS000650,STN0069,kolkata Power Station,kolkata,West Bengal,Highway,CHG00250,DC fast,GB/T,22.0,2 Wheeler,Ather 450X,23/03/2025 17:00,23-03-2025 17:27:21,27.0,31.21,0.0,Failed,18.8,150.0,514.03,16.47,UPI,Commercial,Yes,Weekend,March,2025,,31.3
SESS001501,STN0093,Kolkata EV Hub,Kolkata,WEST BENGAL,Hotel,CHG00833,DC fast,Type 2,30.0,Car,,09-12-2024 13:06:32,,27.0,32.02,40.0,Failed,29.4,,,18.17,,Commercial,No,Weekday,December,2024,Humid,31.1
SESS001626,STN0118,Indore EV Hub,Indore,Madhya Pradesh,Residential,CHG00578,,Type 2,60.0,3-Wheeler,Ather 450X,17-07-2021 11:39:10,2021-07-17 12:31:10,52.0,47.61,0.0,Completed,-5.0,,1019.81,,Cash,Commercial,,Weekend,July,2021,Humid,23.9
SESS001849,STN0166,gurugram EV Hub,gurugram,Haryana,Hotel,CHG00059,DC Fast,CHAdeMO,,Bus,TVS iQube,11/04/2024 21:53,2024-04-11 22:10:12,17.0,2.4,15.0,Completed,,150.0,27.96,11.65,UPI,,,Weekend,April,2024,,23.7
SESS001250,STN0098,PATNA FAST CHARGE CENTER,Patna,Bihar,Highway,CHG00731,AC,GB/T,7.2,3-Wheeler,Mahindra XUV400,2023-10-07 14:48:00,2023-10-07 15:38:00,50.0,29.29,,Completed,-5.0,88.9,551.24,18.82,,Fleet,no,Weekday,October,2023,Sunny,32.8
SESS000187,STN0146,Jaipur Power Station,Jaipur,Rajasthan,Hotel,CHG00821,AC,,60.0,3-Wheeler,TVS iQube,26/12/2023 06:19,2023-12-26 07:39:27,,31.68,0.0,Cancelled,105.0,150.0,384.6,12.14,Card,Individual,N,Weekday,December,2023,Foggy,34.5
SESS000467,STN0151,Noida Power Station,Noida,UTTAR PRADESH,highway,CHG00885,DC fast,CCS,30.0,2-Wheeler,,2025-12-25 22:53:47,25/12/2025 23:23,30.0,24.13,,Completed,,,411.9,17.07,App,Fleet,Y,Holiday,December,2025,Cloudy,21.3
SESS000992,STN0051,Gurugram EV Hub,Gurugram,Haryana,Hotel,CHG00285,,GB/T,150.0,Bus,MG ZS EV,31/01/2023 07:51,2023-01-31 08:40:08,,21.53,,completed,,150.0,289.36,13.44,Cash,Commercial,Y,Weekday,January,2023,Foggy,
SESS000514,STN0048,Bhopal Fast Charge Center,Bhopal,Madhya Pradesh,,CHG00785,AC,ccs2,,,TVS iQube,2024-06-13 23:28:41,2024-06-14 00:27:41,59.0,13.5,0.0,completed,9.2,,178.61,13.23,Cash,Fleet,yes,Weekend,June,2024,Foggy,33.6
SESS001066,STN0199,Kochi Charge Point,Kochi,Kerala,Hotel,CHG00370,DC Fast,,7.2,SUV,Tata Nexon EV,2025-02-13 21:08:26,13/02/2025 22:32,84.0,16.27,18.0,COMPLETED,9.7,150.0,296.6,18.23,App,Commercial,Y,Weekend,February,2025,Sunny,23.7
SESS001648,STN0242,Delhi EV Hub,Delhi,Delhi,highway,CHG00733,ac,GB/T,50.0,3-Wheeler,BYD Atto 3,2024-08-26 08:04:37,26/08/2024 09:10,66.0,12.78,0.0,COMPLETED,105.0,99.0,142.5,,Card,,No,Holiday,August,2024,Humid,22.2
SESS000669,STN0087,Jaipur Fast Charge Center,Jaipur,Rajasthan,highway,CHG00547,DC Fast,GB/T,60.0,Bus,Tata Tiago EV,11/04/2022 12:44,11/04/2022 13:09,25.0,33.88,,COMPLETED,105.0,,461.45,13.62,Card,,no,Holiday,April,2022,Cloudy,13.2
SESS000740,STN0231,Ahmedabad EV Hub,Ahmedabad,Gujarat,Parking,CHG00232,,CHAdeMO,120.0,2-Wheeler,Ola S1 Pro,17/04/2024 10:55,17-04-2024 11:06:01,11.0,27.88,27.0,Cancelled,-5.0,150.0,361.6,12.97,,Individual,Y,Holiday,April,2024,Foggy,34.8
SESS001654,STN0187,gurugram power station,Gurugram,Haryana,,CHG00388,DC fast,CHAdeMO,3.3,,,2024-04-30 08:12:20,2024-04-30 09:08:20,56.0,8.31,10.0,COMPLETED,7.3,,110.36,13.28,App,Fleet,Y,Weekday,April,2024,Rainy,29.7
SESS000862,STN0129,Ahmedabad Power Station,Ahmedabad,Gujarat,Parking,CHG00597,AC,GB/T,50.0,2 Wheeler,,21/05/2023 07:02,21/05/2023 08:06,64.0,4.72,,Cancelled,9.9,,38.42,8.14,App,Fleet,Y,Holiday,May,2023,Cloudy,22.6
SESS001413,STN0039,Kochi Charge Point,Kochi,Kerala,Parking,CHG00862,DC Fast,,50.0,,Tata Nexon EV,2023-07-17 23:57:24,18/07/2023 00:52,55.0,10.97,,COMPLETED,105.0,,201.74,,Wallet,Individual,yes,Weekday,July,2023,Sunny,52.2
SESS001485,STN0143,Bengaluru Charge Point,Bengaluru,Karnataka,,CHG00588,DC fast,GB/T,120.0,3-Wheeler,Mahindra XUV400,02-10-2025 20:09:26,02-10-2025 20:38:26,29.0,41.41,16.0,Completed,,,684.09,16.52,,Fleet,N,Weekday,October,2025,,29.8
SESS000182,STN0155,Delhi Fast Charge Center,Delhi,Delhi,Mall,CHG00073,DC fast,ccs2,150.0,3-Wheeler,Mahindra XUV400,2023-07-09 10:57:37,09/07/2023 11:57,,11.07,,Failed,,150.0,166.94,15.08,UPI,Individual,Y,Holiday,July,2023,Rainy,29.1
